Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,alpha,alpha_loss,actor_lr,critic_lr,temperature
,,,,,3446,15.0,15,,,,,,,,,,
,,,,,3450,4.0,4,,,,,,,,,,
,,,,,3458,8.0,8,,,,,,,,,,
,,,,,3465,7.0,7,,,,,,,,,,
,,,,,3471,6.0,6,,,,,,,,,,
,,,,,3476,5.0,5,,,,,,,,,,
,,,,,3480,4.0,4,,,,,,,,,,
,,,,,3490,10.0,10,,,,,,,,,,
,,,,,3493,3.0,3,,,,,,,,,,
,,,,,3496,3.0,3,,,,,,,,,,
,,,,,3509,13.0,13,,,,,,,,,,
,,,,,3521,12.0,12,,,,,,,,,,
,,,,,3526,5.0,5,,,,,,,,,,
,,,,,3534,8.0,8,,,,,,,,,,
,,,,,3537,3.0,3,,,,,,,,,,
,,,,,3542,5.0,5,,,,,,,,,,
,,,,,3545,3.0,3,,,,,,,,,,
,,,,,3550,5.0,5,,,,,,,,,,
,,,,,3562,12.0,12,,,,,,,,,,
,,,,,3568,6.0,6,,,,,,,,,,
,,,,,3572,4.0,4,,,,,,,,,,
,,,,,3580,8.0,8,,,,,,,,,,
,,,,,3584,4.0,4,,,,,,,,,,
,,,,,3588,4.0,4,,,,,,,,,,
,,,,,3595,7.0,7,,,,,,,,,,
,,,,,3601,6.0,6,,,,,,,,,,
,,,,,3604,3.0,3,,,,,,,,,,
,,,,,3609,5.0,5,,,,,,,,,,
,,,,,3612,3.0,3,,,,,,,,,,
,,,,,3626,14.0,14,,,,,,,,,,
,,,,,3638,12.0,12,,,,,,,,,,
,,,,,3660,22.0,22,,,,,,,,,,
,,,,,3665,5.0,5,,,,,,,,,,
,,,,,3669,4.0,4,,,,,,,,,,
,,,,,3679,10.0,10,,,,,,,,,,
,,,,,3684,5.0,5,,,,,,,,,,
,,,,,3690,6.0,6,,,,,,,,,,
,,,,,3694,4.0,4,,,,,,,,,,
,,,,,3698,4.0,4,,,,,,,,,,
,,,,,3704,6.0,6,,,,,,,,,,
,,,,,3709,5.0,5,,,,,,,,,,
,,,,,3715,6.0,6,,,,,,,,,,
,,,,,3719,4.0,4,,,,,,,,,,
,,,,,3723,4.0,4,,,,,,,,,,
,,,,,3729,6.0,6,,,,,,,,,,
,,,,,3732,3.0,3,,,,,,,,,,
,,,,,3735,3.0,3,,,,,,,,,,
,,,,,3750,15.0,15,,,,,,,,,,
,,,,,3754,4.0,4,,,,,,,,,,
,,,,,3761,7.0,7,,,,,,,,,,
,,,,,3773,12.0,12,,,,,,,,,,
,,,,,3780,7.0,7,,,,,,,,,,
,,,,,3789,9.0,9,,,,,,,,,,
,,,,,3795,6.0,6,,,,,,,,,,
,,,,,3801,6.0,6,,,,,,,,,,
,,,,,3804,3.0,3,,,,,,,,,,
,,,,,3809,5.0,5,,,,,,,,,,
,,,,,3820,11.0,11,,,,,,,,,,
,,,,,3826,6.0,6,,,,,,,,,,
,,,,,3835,9.0,9,,,,,,,,,,
,,,,,3840,5.0,5,,,,,,,,,,
,,,,,3845,5.0,5,,,,,,,,,,
,,,,,3864,19.0,19,,,,,,,,,,
,,,,,3869,5.0,5,,,,,,,,,,
,,,,,3876,7.0,7,,,,,,,,,,
,,,,,3896,20.0,20,,,,,,,,,,
,,,,,3905,9.0,9,,,,,,,,,,
,,,,,3908,3.0,3,,,,,,,,,,
,,,,,3912,4.0,4,,,,,,,,,,
,,,,,3915,3.0,3,,,,,,,,,,
,,,,,3921,6.0,6,,,,,,,,,,
,,,,,3931,10.0,10,,,,,,,,,,
,,,,,3936,5.0,5,,,,,,,,,,
,,,,,3943,7.0,7,,,,,,,,,,
,,,,,3948,5.0,5,,,,,,,,,,
,,,,,3953,5.0,5,,,,,,,,,,
,,,,,3964,11.0,11,,,,,,,,,,
,,,,,3979,15.0,15,,,,,,,,,,
,,,,,3991,12.0,12,,,,,,,,,,
,,,,,3999,8.0,8,,,,,,,,,,
,,,,,4005,6.0,6,,,,,,,,,,
,,,,,4009,4.0,4,,,,,,,,,,
,,,,,4013,4.0,4,,,,,,,,,,
,,,,,4018,5.0,5,,,,,,,,,,
,,,,,4024,6.0,6,,,,,,,,,,
,,,,,4035,11.0,11,,,,,,,,,,
,,,,,4040,5.0,5,,,,,,,,,,
,,,,,4044,4.0,4,,,,,,,,,,
,,,,,4061,17.0,17,,,,,,,,,,
,,,,,4064,3.0,3,,,,,,,,,,
,,,,,4069,5.0,5,,,,,,,,,,
,,,,,4082,13.0,13,,,,,,,,,,
,,,,,4095,13.0,13,,,,,,,,,,
,,,,,4112,17.0,17,,,,,,,,,,
,,,,,4120,8.0,8,,,,,,,,,,
,,,,,4125,5.0,5,,,,,,,,,,
,,,,,4134,9.0,9,,,,,,,,,,
,,,,,4152,18.0,18,,,,,,,,,,
,,,,,4158,6.0,6,,,,,,,,,,
,,,,,4164,6.0,6,,,,,,,,,,
,,,,,4167,3.0,3,,,,,,,,,,
,,,,,4176,9.0,9,,,,,,,,,,
,,,,,4180,4.0,4,,,,,,,,,,
,,,,,4184,4.0,4,,,,,,,,,,
,,,,,4195,11.0,11,,,,,,,,,,
,,,,,4200,5.0,5,,,,,,,,,,
,,,,,4206,6.0,6,,,,,,,,,,
,,,,,4209,3.0,3,,,,,,,,,,
,,,,,4218,9.0,9,,,,,,,,,,
,,,,,4227,9.0,9,,,,,,,,,,
,,,,,4231,4.0,4,,,,,,,,,,
,,,,,4235,4.0,4,,,,,,,,,,
,,,,,4243,8.0,8,,,,,,,,,,
,,,,,4251,8.0,8,,,,,,,,,,
,,,,,4260,9.0,9,,,,,,,,,,
,,,,,4265,5.0,5,,,,,,,,,,
,,,,,4269,4.0,4,,,,,,,,,,
,,,,,4273,4.0,4,,,,,,,,,,
,,,,,4277,4.0,4,,,,,,,,,,
,,,,,4282,5.0,5,,,,,,,,,,
,,,,,4287,5.0,5,,,,,,,,,,
,,,,,4296,9.0,9,,,,,,,,,,
,,,,,4299,3.0,3,,,,,,,,,,
,,,,,4303,4.0,4,,,,,,,,,,
,,,,,4307,4.0,4,,,,,,,,,,
,,,,,4313,6.0,6,,,,,,,,,,
,,,,,4316,3.0,3,,,,,,,,,,
,,,,,4321,5.0,5,,,,,,,,,,
,,,,,4326,5.0,5,,,,,,,,,,
,,,,,4331,5.0,5,,,,,,,,,,
,,,,,4342,11.0,11,,,,,,,,,,
,,,,,4354,12.0,12,,,,,,,,,,
,,,,,4359,5.0,5,,,,,,,,,,
,,,,,4362,3.0,3,,,,,,,,,,
,,,,,4370,8.0,8,,,,,,,,,,
,,,,,4386,16.0,16,,,,,,,,,,
,,,,,4411,25.0,25,,,,,,,,,,
,,,,,4417,6.0,6,,,,,,,,,,
,,,,,4426,9.0,9,,,,,,,,,,
,,,,,4432,6.0,6,,,,,,,,,,
,,,,,4441,9.0,9,,,,,,,,,,
,,,,,4448,7.0,7,,,,,,,,,,
,,,,,4454,6.0,6,,,,,,,,,,
,,,,,4464,10.0,10,,,,,,,,,,
,,,,,4471,7.0,7,,,,,,,,,,
,,,,,4500,29.0,29,,,,,,,,,,
,,,,,4504,4.0,4,,,,,,,,,,
,,,,,4518,14.0,14,,,,,,,,,,
,,,,,4522,4.0,4,,,,,,,,,,
,,,,,4533,11.0,11,,,,,,,,,,
,,,,,4536,3.0,3,,,,,,,,,,
,,,,,4545,9.0,9,,,,,,,,,,
,,,,,4548,3.0,3,,,,,,,,,,
,,,,,4552,4.0,4,,,,,,,,,,
,,,,,4558,6.0,6,,,,,,,,,,
,,,,,4562,4.0,4,,,,,,,,,,
,,,,,4566,4.0,4,,,,,,,,,,
,,,,,4571,5.0,5,,,,,,,,,,
,,,,,4576,5.0,5,,,,,,,,,,
,,,,,4594,18.0,18,,,,,,,,,,
,,,,,4598,4.0,4,,,,,,,,,,
,,,,,4622,24.0,24,,,,,,,,,,
,,,,,4631,9.0,9,,,,,,,,,,
,,,,,4634,3.0,3,,,,,,,,,,
,,,,,4638,4.0,4,,,,,,,,,,
,,,,,4641,3.0,3,,,,,,,,,,
,,,,,4645,4.0,4,,,,,,,,,,
,,,,,4653,8.0,8,,,,,,,,,,
,,,,,4657,4.0,4,,,,,,,,,,
,,,,,4688,31.0,31,,,,,,,,,,
,,,,,4693,5.0,5,,,,,,,,,,
,,,,,4710,17.0,17,,,,,,,,,,
,,,,,4726,16.0,16,,,,,,,,,,
,,,,,4736,10.0,10,,,,,,,,,,
,,,,,4745,9.0,9,,,,,,,,,,
,,,,,4756,11.0,11,,,,,,,,,,
,,,,,4759,3.0,3,,,,,,,,,,
,,,,,4762,3.0,3,,,,,,,,,,
,,,,,4768,6.0,6,,,,,,,,,,
,,,,,4772,4.0,4,,,,,,,,,,
,,,,,4776,4.0,4,,,,,,,,,,
,,,,,4788,12.0,12,,,,,,,,,,
,,,,,4792,4.0,4,,,,,,,,,,
,,,,,4799,7.0,7,,,,,,,,,,
,,,,,4809,10.0,10,,,,,,,,,,
,,,,,4814,5.0,5,,,,,,,,,,
,,,,,4827,13.0,13,,,,,,,,,,
,,,,,4831,4.0,4,,,,,,,,,,
,,,,,4836,5.0,5,,,,,,,,,,
,,,,,4840,4.0,4,,,,,,,,,,
,,,,,4847,7.0,7,,,,,,,,,,
,,,,,4852,5.0,5,,,,,,,,,,
,,,,,4855,3.0,3,,,,,,,,,,
,,,,,4858,3.0,3,,,,,,,,,,
,,,,,4870,12.0,12,,,,,,,,,,
,,,,,4877,7.0,7,,,,,,,,,,
,,,,,4880,3.0,3,,,,,,,,,,
,,,,,4887,7.0,7,,,,,,,,,,
,,,,,4892,5.0,5,,,,,,,,,,
,,,,,4899,7.0,7,,,,,,,,,,
,,,,,4907,8.0,8,,,,,,,,,,
,,,,,4919,12.0,12,,,,,,,,,,
,,,,,4927,8.0,8,,,,,,,,,,
,,,,,4936,9.0,9,,,,,,,,,,
,,,,,4943,7.0,7,,,,,,,,,,
,,,,,4950,7.0,7,,,,,,,,,,
,,,,,4970,20.0,20,,,,,,,,,,
,,,,,4975,5.0,5,,,,,,,,,,
,,,,,4981,6.0,6,,,,,,,,,,
,,,,,4998,17.0,17,,,,,,,,,,
6.6,3.4409301,14.0,3.0,6.6,5000,,,-0.13896618783473969,0.6464685797691345,1.106513261795044,0.0548492893576622,1.1052398681640625,0.09999999403953552,0.1655198037624359,0.0003,0.0003,0.09999001026153564
,,,,,5001,3.0,3,,,,,,,,,,
,,,,,5013,12.0,12,,,,,,,,,,
,,,,,5016,3.0,3,,,,,,,,,,
,,,,,5021,5.0,5,,,,,,,,,,
,,,,,5025,4.0,4,,,,,,,,,,
,,,,,5029,4.0,4,,,,,,,,,,
,,,,,5036,7.0,7,,,,,,,,,,
,,,,,5042,6.0,6,,,,,,,,,,
,,,,,5048,6.0,6,,,,,,,,,,
,,,,,5052,4.0,4,,,,,,,,,,
,,,,,5056,4.0,4,,,,,,,,,,
,,,,,5059,3.0,3,,,,,,,,,,
,,,,,5062,3.0,3,,,,,,,,,,
,,,,,5067,5.0,5,,,,,,,,,,
,,,,,5072,5.0,5,,,,,,,,,,
,,,,,5078,6.0,6,,,,,,,,,,
,,,,,5083,5.0,5,,,,,,,,,,
,,,,,5105,22.0,22,,,,,,,,,,
,,,,,5108,3.0,3,,,,,,,,,,
,,,,,5114,6.0,6,,,,,,,,,,
,,,,,5120,6.0,6,,,,,,,,,,
,,,,,5139,19.0,19,,,,,,,,,,
,,,,,5144,5.0,5,,,,,,,,,,
,,,,,5153,9.0,9,,,,,,,,,,
,,,,,5167,14.0,14,,,,,,,,,,
,,,,,5170,3.0,3,,,,,,,,,,
,,,,,5174,4.0,4,,,,,,,,,,
,,,,,5182,8.0,8,,,,,,,,,,
,,,,,5185,3.0,3,,,,,,,,,,
,,,,,5188,3.0,3,,,,,,,,,,
,,,,,5194,6.0,6,,,,,,,,,,
,,,,,5205,11.0,11,,,,,,,,,,
,,,,,5214,9.0,9,,,,,,,,,,
,,,,,5218,4.0,4,,,,,,,,,,
,,,,,5223,5.0,5,,,,,,,,,,
,,,,,5228,5.0,5,,,,,,,,,,
,,,,,5232,4.0,4,,,,,,,,,,
,,,,,5237,5.0,5,,,,,,,,,,
,,,,,5242,5.0,5,,,,,,,,,,
,,,,,5247,5.0,5,,,,,,,,,,
,,,,,5251,4.0,4,,,,,,,,,,
,,,,,5270,19.0,19,,,,,,,,,,
,,,,,5277,7.0,7,,,,,,,,,,
,,,,,5284,7.0,7,,,,,,,,,,
,,,,,5289,5.0,5,,,,,,,,,,
,,,,,5296,7.0,7,,,,,,,,,,
,,,,,5306,10.0,10,,,,,,,,,,
,,,,,5313,7.0,7,,,,,,,,,,
,,,,,5317,4.0,4,,,,,,,,,,
,,,,,5325,8.0,8,,,,,,,,,,
,,,,,5335,10.0,10,,,,,,,,,,
,,,,,5351,16.0,16,,,,,,,,,,
,,,,,5364,13.0,13,,,,,,,,,,
,,,,,5372,8.0,8,,,,,,,,,,
,,,,,5376,4.0,4,,,,,,,,,,
,,,,,5381,5.0,5,,,,,,,,,,
,,,,,5397,16.0,16,,,,,,,,,,
,,,,,5402,5.0,5,,,,,,,,,,
,,,,,5423,21.0,21,,,,,,,,,,
,,,,,5457,34.0,34,,,,,,,,,,
,,,,,5465,8.0,8,,,,,,,,,,
,,,,,5484,19.0,19,,,,,,,,,,
,,,,,5514,30.0,30,,,,,,,,,,
,,,,,5527,13.0,13,,,,,,,,,,
,,,,,5552,25.0,25,,,,,,,,,,
,,,,,5586,34.0,34,,,,,,,,,,
,,,,,5622,36.0,36,,,,,,,,,,
,,,,,5640,18.0,18,,,,,,,,,,
,,,,,5695,55.0,55,,,,,,,,,,
,,,,,5751,56.0,56,,,,,,,,,,
,,,,,5798,47.0,47,,,,,,,,,,
,,,,,5828,30.0,30,,,,,,,,,,
,,,,,5875,47.0,47,,,,,,,,,,
,,,,,5908,33.0,33,,,,,,,,,,
,,,,,5950,42.0,42,,,,,,,,,,
,,,,,5985,35.0,35,,,,,,,,,,
,,,,,6000,,,-4.800750732421875,-0.6970044374465942,0.9102360010147095,4.220158576965332,4.209962368011475,0.0928659588098526,0.04147745296359062,0.0003,0.0003,0.09286212921142578
,,,,,6069,84.0,84,,,,,,,,,,
,,,,,6125,56.0,56,,,,,,,,,,
,,,,,6162,37.0,37,,,,,,,,,,
,,,,,6199,37.0,37,,,,,,,,,,
,,,,,6242,43.0,43,,,,,,,,,,
,,,,,6282,40.0,40,,,,,,,,,,
,,,,,6339,57.0,57,,,,,,,,,,
,,,,,6388,49.0,49,,,,,,,,,,
,,,,,6457,69.0,69,,,,,,,,,,
,,,,,6496,39.0,39,,,,,,,,,,
,,,,,6541,45.0,45,,,,,,,,,,
,,,,,6581,40.0,40,,,,,,,,,,
,,,,,6651,70.0,70,,,,,,,,,,
,,,,,6703,52.0,52,,,,,,,,,,
,,,,,6748,45.0,45,,,,,,,,,,
,,,,,6824,76.0,76,,,,,,,,,,
,,,,,6884,60.0,60,,,,,,,,,,
,,,,,6946,62.0,62,,,,,,,,,,
,,,,,7000,,,-9.681904792785645,-0.9189323782920837,1.0035128593444824,8.597909927368164,8.78043270111084,0.09016169607639313,0.01712949387729168,0.0003,0.0003,0.09016088396310806
,,,,,7008,62.0,62,,,,,,,,,,
,,,,,7104,96.0,96,,,,,,,,,,
,,,,,7170,66.0,66,,,,,,,,,,
,,,,,7234,64.0,64,,,,,,,,,,
,,,,,7297,63.0,63,,,,,,,,,,
,,,,,7422,125.0,125,,,,,,,,,,
,,,,,7496,74.0,74,,,,,,,,,,
,,,,,7572,76.0,76,,,,,,,,,,
,,,,,7643,71.0,71,,,,,,,,,,
,,,,,7715,72.0,72,,,,,,,,,,
,,,,,7802,87.0,87,,,,,,,,,,
,,,,,7874,72.0,72,,,,,,,,,,
,,,,,7971,97.0,97,,,,,,,,,,
,,,,,8000,,,-14.588762283325195,-0.7817738652229309,2.365767478942871,12.971921920776367,12.796058654785156,0.08852418512105942,0.019197775050997734,0.0003,0.0003,0.08852038532495499
,,,,,8099,128.0,128,,,,,,,,,,
,,,,,8196,97.0,97,,,,,,,,,,
,,,,,8306,110.0,110,,,,,,,,,,
,,,,,8385,79.0,79,,,,,,,,,,
,,,,,8478,93.0,93,,,,,,,,,,
,,,,,8561,83.0,83,,,,,,,,,,
,,,,,8676,115.0,115,,,,,,,,,,
,,,,,8763,87.0,87,,,,,,,,,,
,,,,,8839,76.0,76,,,,,,,,,,
,,,,,8922,83.0,83,,,,,,,,,,
,,,,,9000,,,-19.474756240844727,-0.8951907157897949,4.375138282775879,17.53658103942871,17.373550415039062,0.08355334401130676,0.017141347751021385,0.0003,0.0003,0.08354617655277252
,,,,,9001,79.0,79,,,,,,,,,,
,,,,,9067,66.0,66,,,,,,,,,,
,,,,,9137,70.0,70,,,,,,,,,,
,,,,,9212,75.0,75,,,,,,,,,,
,,,,,9291,79.0,79,,,,,,,,,,
,,,,,9382,91.0,91,,,,,,,,,,
,,,,,9460,78.0,78,,,,,,,,,,
,,,,,9539,79.0,79,,,,,,,,,,
,,,,,9614,75.0,75,,,,,,,,,,
,,,,,9677,63.0,63,,,,,,,,,,
,,,,,9752,75.0,75,,,,,,,,,,
,,,,,9816,64.0,64,,,,,,,,,,
,,,,,9885,69.0,69,,,,,,,,,,
,,,,,9947,62.0,62,,,,,,,,,,
63.9,6.549046,77.0,54.0,63.9,10000,,,-23.472644805908203,-1.0500411987304688,8.703703880310059,21.16811752319336,21.09063148498535,0.0764685571193695,0.006311776582151651,0.0003,0.0003,0.07646151632070541
,,,,,10007,60.0,60,,,,,,,,,,
,,,,,10070,63.0,63,,,,,,,,,,
,,,,,10142,72.0,72,,,,,,,,,,
,,,,,10207,65.0,65,,,,,,,,,,
,,,,,10270,63.0,63,,,,,,,,,,
,,,,,10330,60.0,60,,,,,,,,,,
,,,,,10403,73.0,73,,,,,,,,,,
,,,,,10473,70.0,70,,,,,,,,,,
,,,,,10545,72.0,72,,,,,,,,,,
,,,,,10613,68.0,68,,,,,,,,,,
,,,,,10689,76.0,76,,,,,,,,,,
,,,,,10760,71.0,71,,,,,,,,,,
,,,,,10837,77.0,77,,,,,,,,,,
,,,,,10917,80.0,80,,,,,,,,,,
,,,,,10992,75.0,75,,,,,,,,,,
,,,,,11000,,,-27.613313674926758,-0.8122597336769104,7.8008503913879395,25.406692504882812,25.332822799682617,0.069810651242733,0.014992846176028252,0.0003,0.0003,0.06980402767658234
,,,,,11059,67.0,67,,,,,,,,,,
,,,,,11132,73.0,73,,,,,,,,,,
,,,,,11198,66.0,66,,,,,,,,,,
,,,,,11264,66.0,66,,,,,,,,,,
,,,,,11337,73.0,73,,,,,,,,,,
,,,,,11401,64.0,64,,,,,,,,,,
,,,,,11493,92.0,92,,,,,,,,,,
,,,,,11575,82.0,82,,,,,,,,,,
,,,,,11638,63.0,63,,,,,,,,,,
,,,,,11727,89.0,89,,,,,,,,,,
,,,,,11914,187.0,187,,,,,,,,,,
,,,,,11992,78.0,78,,,,,,,,,,
,,,,,12000,,,-31.19698143005371,-0.7428363561630249,7.43470573425293,29.13502311706543,29.191207885742188,0.06414709240198135,0.01719317026436329,0.0003,0.0003,0.06414137035608292
,,,,,12064,72.0,72,,,,,,,,,,
,,,,,12146,82.0,82,,,,,,,,,,
,,,,,12234,88.0,88,,,,,,,,,,
,,,,,12300,66.0,66,,,,,,,,,,
,,,,,12431,131.0,131,,,,,,,,,,
,,,,,12500,69.0,69,,,,,,,,,,
,,,,,12612,112.0,112,,,,,,,,,,
,,,,,12684,72.0,72,,,,,,,,,,
,,,,,12779,95.0,95,,,,,,,,,,
,,,,,12863,84.0,84,,,,,,,,,,
,,,,,12948,85.0,85,,,,,,,,,,
,,,,,13000,,,-35.08147430419922,-0.6528812646865845,16.10162353515625,33.294189453125,33.15501022338867,0.05901595205068588,0.013520659878849983,0.0003,0.0003,0.05901174619793892
,,,,,13052,104.0,104,,,,,,,,,,
,,,,,13166,114.0,114,,,,,,,,,,
,,,,,13244,78.0,78,,,,,,,,,,
,,,,,13333,89.0,89,,,,,,,,,,
,,,,,13419,86.0,86,,,,,,,,,,
,,,,,13497,78.0,78,,,,,,,,,,
,,,,,13588,91.0,91,,,,,,,,,,
,,,,,13665,77.0,77,,,,,,,,,,
,,,,,13736,71.0,71,,,,,,,,,,
,,,,,13810,74.0,74,,,,,,,,,,
,,,,,13896,86.0,86,,,,,,,,,,
,,,,,13967,71.0,71,,,,,,,,,,
,,,,,14000,,,-37.92939758300781,-0.5253801345825195,10.85816764831543,35.070823669433594,35.17726135253906,0.05432387441396713,0.0276130810379982,0.0003,0.0003,0.05431871861219406
,,,,,14043,76.0,76,,,,,,,,,,
,,,,,14111,68.0,68,,,,,,,,,,
,,,,,14174,63.0,63,,,,,,,,,,
,,,,,14229,55.0,55,,,,,,,,,,
,,,,,14292,63.0,63,,,,,,,,,,
,,,,,14350,58.0,58,,,,,,,,,,
,,,,,14412,62.0,62,,,,,,,,,,
,,,,,14486,74.0,74,,,,,,,,,,
,,,,,14543,57.0,57,,,,,,,,,,
,,,,,14613,70.0,70,,,,,,,,,,
,,,,,14674,61.0,61,,,,,,,,,,
,,,,,14734,60.0,60,,,,,,,,,,
,,,,,14785,51.0,51,,,,,,,,,,
,,,,,14846,61.0,61,,,,,,,,,,
,,,,,14903,57.0,57,,,,,,,,,,
,,,,,14964,61.0,61,,,,,,,,,,
59.5,3.442383,66.0,55.0,59.5,15000,,,-41.75374221801758,-0.6451731324195862,5.143251895904541,39.14692306518555,39.15373611450195,0.05095010623335838,0.025552567094564438,0.0003,0.0003,0.05094698444008827
,,,,,15022,58.0,58,,,,,,,,,,
,,,,,15078,56.0,56,,,,,,,,,,
,,,,,15135,57.0,57,,,,,,,,,,
,,,,,15196,61.0,61,,,,,,,,,,
,,,,,15255,59.0,59,,,,,,,,,,
,,,,,15313,58.0,58,,,,,,,,,,
,,,,,15366,53.0,53,,,,,,,,,,
,,,,,15422,56.0,56,,,,,,,,,,
,,,,,15475,53.0,53,,,,,,,,,,
,,,,,15533,58.0,58,,,,,,,,,,
,,,,,15587,54.0,54,,,,,,,,,,
,,,,,15647,60.0,60,,,,,,,,,,
,,,,,15703,56.0,56,,,,,,,,,,
,,,,,15758,55.0,55,,,,,,,,,,
,,,,,15814,56.0,56,,,,,,,,,,
,,,,,15875,61.0,61,,,,,,,,,,
,,,,,15930,55.0,55,,,,,,,,,,
,,,,,15992,62.0,62,,,,,,,,,,
